INCLUIR DADOS NA SEQUENCIA SEM ALTERAR OUTRAS INFORMAÇÕES NA PLANILHA,,,
SARF,IG,CNPJ,RAZÃO SOCIAL
202000131,IC2000131,00127072000102,STANDARD AUDIOVISUAIS LTDA
202000132,IC2000132,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERSITÁRIA
202000134,IC2000134,21718933000199,MICHAEL EDUARDO PIETROCHINSKI
202000135,IC2000135,00478911000129,DIGIPLUS TECNOLOGIA EIRELI
202000136,IC2000136,06932604000152,EVA CONSTRUCOES LTDA
202000139,IC2000139,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERSITÁRIA
202000140,IC2000140,08735676000135,CADONA E LUNARDI LTDA
202000142,IC2000142,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERSITÁRIA
202000143,IC2000143,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERSITÁRIA
202000156,IC2000156,10941506000159,SOLAR ENGENHARIA E PROJETOS EIRELI
202000157,IC2000157,00478911000129,DIGIPLUS TECNOLOGIA EIRELI
202000158,IC2000158,10439655000114,PEDRO REGINALDO DE ALBERNAZ FARIA E FAGUNDES LTDA
202000160,IC2000160,50668722001916,PROACTIVA MEIO AMBIENTE BRASIL LTDA
202000161,IC2000161,50668722001916,PROACTIVA MEIO AMBIENTE BRASIL LTDA
202000162,IC2000162,07067001000100,AMBSERV TRATAMENTO DE RESIDUOS LTDA
202000163,IC2000163,07067001000100,AMBSERV TRATAMENTO DE RESIDUOS LTDA
202000164,IC2000164,07067001000100,AMBSERV TRATAMENTO DE RESIDUOS LTDA
202000165,IC2000165,07067001000100,AMBSERV TRATAMENTO DE RESIDUOS LTDA
202000168,IC2000168,10205116000110,COMERCIO SILVEIRA ATACADISTA DE MOVEIS MOGI MIRIM - EIR
202000173,IC2000173,13732493000104,MKI CLIMATIZACAO LTDA
202000176,IC2000176,20170243000185,ALIANCA AR CONDICIONADO E ELETRICA EIRELI
202000180,IC2000180,60455193000105,OPENCADD ADVANCED TECHNOLOGY COM E SERVICOS LTDA
202000182,IC2000182,09285968000186,A4 DIGITAL PRINT LTDA
202000183,IC2000183,16882605000193,F2 ADMINISTRACAO E CONSTRUCAO LTDA
202000185,IC2000185,83476911000117,FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA
202000186,IC2000186,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202000191,IC2000191,72381189001001,DELL COMPUTADORES DO BRASIL LTDA
202000192,IC2000192,18782546000107,PROFOXNETWORKS SOLUCOES EIRELI
202000193,IC2000193,31837899000125,ALFA TELECOM COM E SERV DE TECNOLOGIA EM REDE
202000194,IC2000194,12510074000157,ATENA COMÉRCIO DE MOVEIS EIRELI
202000195,IC2000195,10284045000199,NF COMERCIO E SERVICOS EIRELI
202000196,IC2000196,85388320000113,JM COMERCIO E PRESTACAO DE SERVICO LTDA
202000198,IC2000198,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS - SOCIO ECONOMICAS
202000200,IC2000200,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202000203,IC2000203,13228073000187,AKON LTDA
202000205,IC2000205,06932604000152,EVA CONSTRUÇOES E INCORPORAÇÕES LTDA
202000206,IC2000206,01181242000272,COMPWIRE INFORMÁTICA LTDA
202000207,IC2000207,07953689000118,FAGUNDEZ DISTRIBUIÇÃO LTDA
202000208,IC2000208,21997155000114,VIXBOT SOLUÇÕES EM INFORMATICA LTDA
202000209,IC2000209,07796330000184,INTERSUL EQUIPAMENTOS E SERVICOS HOSPITALARES LTDA
202000214,IC2000214,01425676000513,ATHENAS AUTOMAÇÃO LTDA
202000215,IC2000215,83476911000117,FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA
202000217,IC2000217,82895327000133,FUNDACAO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202000218,IC2000218,83476911000117,FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA
202000226,IC2000226,83566299000173,FUNDACAO DE ESTUDOS E PESQUISAS -SOCIO ECONOMICAS
202000227,IC2000227,82895327000133,FUNDACÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202000228,IC2000228,72381189001001,DELL COMPUTADORES DO BRASIL LTDA
202000230,IC2000230,00478911000129,DIGIPLUS TECNOLOGIA EIRELI
202000231,IC2000231,83476911000117,FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA
202000232,IC2000232,82895327000133,FUNDACAO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202000233,IC2000233,83566299000173,FUNDACAO DE ESTUDOS E PESQUISAS -SOCIO ECONOMICAS
202000234,IC2000234,83566299000173,FUNDACAO DE ESTUDOS E PESQUISAS -SOCIO ECONOMICAS
202000235,IC2000235,83566299000173,FUNDACAO DE ESTUDOS E PESQUISAS -SOCIO ECONOMICAS
202000237,IC2000237,73315905000124,FEMAR CONSTRUCOES LTDA
202000238,IC2000238,00478911000129,DIGIPLUS TECNOLOGIA EIRELI
202000239,IC2000239,81243735001977,POSITIVO TECNOLOGIA S.A.
202000240,IC2000240,72381189001001,DELL COMPUTADORES DO BRASIL LTDA
202000243,IC2000243,07953689000118,FAGUNDEZ DISTRIBUIÇÃO LTDA
202000244,IC2000244,82895327000133,FUNDACAO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202000245,IC2000245,83476911000117,FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA
202000246,IC2000246,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202000248,IC2000248,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202000249,IC2000249,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202000250,IC2000250,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202000251,IC2000251,83476911000117,FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA
202000256,IC2000256,03448319000172,OLX TECNOLOGIA COMERCIO E SERVIÇOS EIRELI
202000257,IC2000257,00004916352904,RODRIGO ANTONIO DE HARO
202000259,IC2000259,07067001000100,AMBSERV TRATAMENTO DE RESIDUOS LTDA
202000260,IC2000260,21997155000114,VIXBOT SOLUCOES EM INFORMATICA LTDA
202000261,IC2000261,10539098000103,ACESSO TELECOM LTDA
202000262,IC2000262,83566299000173,FUNDACAO DE ESTUDOS E PESQUISAS -SOCIO ECONOMICAS
202000263,IC2000263,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202000265,IC2000265,82895327000133,FUNDACAO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202000266,IC2000266,82895327000133,FUNDACAO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202000267,IC2000267,83566299000173,FUNDACAO DE ESTUDOS E PESQUISAS -SOCIO ECONOMICAS
202000269,IC2000269,00158141000137,WATERS TECHNOLOGIES DO BRASIL LTDA
202000270,IC2000270,83476911000117,FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA
202000271,IC2000271,83566299000173,FUNDACAO DE ESTUDOS E PESQUISAS -SOCIO ECONOMICAS
202000272,IC2000272,04198254000117,MCR SISTEMAS E CONSULTORIA LTDA
202000273,IC2000273,06932604000152,EVA CONSTRUÇÕES LTDA
202000274,IC2000274,06932604000152,EVA CONSTRUÇÕES LTDA
202000275,IC2000275,82895327000133,FUNDACAO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202000276,IC2000276,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202000277,IC2000277,82895327000133,FUNDACAO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202000278,IC2000278,82895327000133,FUNDACAO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202000280,IC2000280,72381189001001,DELL COMPUTADORES DO BRASIL LTDA
202000281,IC2000281,82895327000133,FUNDACAO DE ENSINO E ENGENHARIA DE SANTA CATARINA.
202000282,IC2000282,07893198000129,MANSUR MURAD ADVOGADOS
202000283,IC2000283,04602789000101,DATEN TECNOLOGIA LTDA
202000284,IC2000284,82895327000133,FUNDACAO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202000285,IC2000285,22934157000171,FLASH SOLUCOES EM IMPORTACAO E EXPORTAC APRODUTOS E S
202000286,IC2000286,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202000287,IC20000287,07953689000118,FAGUNDEZ DISTRIBUICAO LTDA
202000288,IC2000288,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202000289,IC2000289,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202000290,IC2000290,82895327000133,FUNDACAO DE ENSINO E ENGENHARIA DE SANTA CATARINA.
202000291,IC2000291,83566299000173,FUNDACAO DE ESTUDOS E PESQUISAS -SOCIO ECONOMICAS
202000292,IC2000272,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202000294,IC2000294,02807490000168,POLIBOX SISTEMAS CONSTRUTIVOS LTDA
202000295,IC2000295,83476911000117,FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA
202000296,IC2000296,83476911000117,FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA
202000297,IC2000297,08966620000191,MS TRADUCOES LTDA
202100001,IC2100001,83476911000117,FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA
202100003,IC2100003,79283065000141,ORBENK ADMINISTRAÇÃO E SERVIÇOS LTDA
202100007,IC2100007,10439655000114,PEDRO REGINALDO DE ALBERNAZ FARIA E FAGUNDES LTDA
202100009,IC2100009,16417272000121,RS TURISMO E EVENTOS LTDA
202100010,IC2100009,83566299000173,FUNDACAO DE ESTUDOS E PESQUISAS -SOCIO ECONOMICAS
202100012,IC2100012,79283065000141,ORBENK ADMINISTRAÇÃO E SERVIÇOS LTDA
202100015,IC2100015,07067001000100,AMBSERV TRATAMENTO DE RESIDUOS LTDA
202100018,IC2100018,042222/2020-12,CONSTRUTORA VIEIRA LTDA
202100019,IC2100019,72381189001001,DELL COMPUTADORES DO BRASIL LTDA
202100025,IC0210025,10620279000160,SLS HOSPITALAR SERVICO EM EQUIPAMENTOS HOSPITALARES EIR
202100029,IC2100029,03181576000190,EMBRASP COMERCIO E SERVICOS DE SEGURANCA LTDA
202100032,IC2100032,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100033,IC0210033,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100035,IC2100035,05792339000191,LIMTEC SERVICOS ESPECIALIZADOS LTDA
202100036,IC0210036,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100037,IC0210037,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100040,IC0210040,07067001000100,AMBSERV TRATAMENTO DE RESIDUOS LTDA
202100042,IC0210042,26051611000152,LITORAL CONSTRUTORA E INCORPORADORA EIRELI
202100043,IC0210043,26051611000152,LITORAL CONSTRUTORA E INCORPORADORA EIRELI
202100047,IC0210047,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100048,IC0210048,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202100052,IC0210052,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100058,IC0210058,06932604000152,EVA CONSTRUCOES LTDA
202100059,IC0210059,04602789000101,DATEN TECNOLOGIA LTDA
202100060,IC0210060,72381189001001,DELL COMPUTADORES DO BRASIL LTDA
202100064,IC0210064,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100071,IC0210071,11383621000118,"SIE SERVICOS, CURSOS E COMERCIO DE PECAS INDUSTRIAIS LT."
202100072,IC0210072,04602789000101,DATEN TECNOLOGIA LTDA
202100075,IC0210075,06932604000152,EVA CONSTRUCOES LTDA
202100076,IC0210076,39649817000170,IGT SERVIÇOS LTDA
202100077,IC0210077,11383621000118,"SIE SERVICOS, CURSOS E COMERCIO DE INDUSTRIAIS LTDA"
202100078,IC0210078,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202100080,IC0210080,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202100081,IC0210081,83472860000155,FUNDAÇÃO JOSE ARTHUR BOITEUX
202100082,IC0210082,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100084,IC0210084,65494742000166,WEGH ASSESSORIA E LOGISTICA INTERNACIONAL LTDA
202100085,IC0210085,72381189001001,DELL COMPUTADORES DO BRASIL LTDA
202100093,IC0210093,72381189001001,DELL COMPUTADORES DO BRASIL LTDA
202100096,IC0210096,79283065000141,ORBENK ADMINISTRACAO E SERVICOS LTDA
202100097,IC0210097,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100098,IC0210098,79283065000141,ORBENK ADMINISTRACAO E SERVICOS LTDA
202100100,IC0210100,12422562000102,V3 SERVICES INFORMACAO E CONSULTORIA LTDA
202100101,IC0210101,11084999000110,JEOL BRASIL INSTRUMENTOS CIENTIFICOS LTDA
202100103,IC0210103,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202100104,IC0210104,11383621000118,"SIE SERVICOS, CURSOS E COMERCIO DE PECAS NDUSTRIAIS LT"
202100105,IC0210105,08055277000123,SURICATE SERVICOS TERCEIRIZADOS LTDA
202100109,IC0210109,09172237000124,D & L SERVICOS DE APOIO ADMINISTRATIVO LTDA
202100110,IC0210110,24504598000114,STOP FIRE PROJETOS E SOLUÇÕES CONTRA INCENDIO EIRELI
202100112,IC2100112,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202100113,IC2100113,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202100114,IC0210114,10284045000199,NF COMERCIO E SERVICOS EIRELI
202100117,IC0210117,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100120,IC2100120,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202100122,IC2100122,09249662000174,SETUP SERVICOS ESPECIALIZADOS LTDA.
202100124,IC0210124,72381189001001,DELL COMPUTADORES DO BRASIL LTDA
202100125,IC0210125,46027890000101,DATEN TECNOLOGIA LTDA
202100126,IC0120126,07953689000118,FAGUNDEZ DISTRIBUICAO LTDA
202100127,IC2100127,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202100161,IC0210161,72381189001001,DELL COMPUTADORES DO BRASIL LTDA
202100163,IC0210163,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202100164,IC2100164,24504598000114,STOP FIRE PROJETOS E SOLUÇÕES CONTRA INCENDIO EIRELI
202100165,IC2100165,33683111000107,SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO)
202100166,IC0210166,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100167,IC2100167,24504598000114,STOP FIRE PROJETOS E SOLUÇÕES CONTRA INCENDIO EIRELI
202100168,IC2100168,72381189001001,DELL COMPUTADORES DO BRASIL LTDA
202100169,IC2100169,07953689000118,FAGUNDEZ DISTRIBUICAO LTDA
202100170,IC2100170,33750637000154,FC CONSTRUÇÕES LTDA
202100171,IC0210171,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100172,IC2100172,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202100174,IC2100174,72381189001001,DELL COMPUTADORES DO BRASIL LTDA
202100175,IC2100175,04602789000101,DATEN TECNOLOGIA LTDA
202100176,IC2100176,07953689000118,FAGUNDEZ DISTRIBUICAO LTDA
202100179,IC2100179,00158141000137,WATERS TECHNOLOGIES DO BRASIL LTDA
202100180,IC0210180,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202100181,IC2100181,04755378000156,BRUKER DO BRASIL COMERCIO E REPRESENTAÇÃO DE PRODUTOS C
202100182,IC0210182,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100184,IC0210184,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100186,IC0210186,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202100187,IC0210187,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100188,IC0210188,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202100190,IC0210190,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100191,IC0210191,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100192,IC0210192,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202100193,IC0210193,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100194,IC0210194,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202100195,IC0210195,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202100196,IC0210196,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202100197,IC0210197,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100198,IC0210198,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202100199,IC0210199,22797545000103,LENOVO COMERCIAL E DISTRIBUICAO LIMITADA
202100200,IC0210200,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202100201,IC0210201,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202100202,IC0210202,04602789000101,DATEN TECNOLOGIA LTDA
202100203,IC0210203,72381189001001,DELL COMPUTADORES DO BRASIL LTDA
202100204,IC0210204,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100205,IC0210205,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100206,IC0210206,82895327000183,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202100207,IC0210207,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202100208,IC0210208,26051611000152,LITORAL CONSTRUTORA E INCORPORADORA EIRELI
202100209,IC0210209,10284045000199,NF COMERCIO E SERVICOS EIRELI
202100210,IC0210210,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202100211,IC0210211,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100213,IC0210213,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202100214,IC0210214,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202100215,IC0210215,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100216,IC0210216,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100219,IC0210219,19742327000167,ZANELI SERVIÇOS ELETRICOS LTDA
202100220,IC0210220,10381236000179,PLANALTO ENGENHARIA LTDA
202100223,IC0210223,00052125246953,IDESIO LEAL LOURENCO
202100225,IC0210225,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100226,IC0210226,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202100227,IC0210227,34028316002823,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS
202100228,IC0210228,34028316002823,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS
202100229,IC0210229,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202100230,IC0210230,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202100232,IC0210232,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100233,IC0210233,83472860000155,FUNDAÇÃO JOSE ARTHUR BOITEUX
202100234,IC0210234,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202100235,IC0210235,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202200008,IC0220008,07834228000126,REFEIVEL COMERCIO DE REFEICOES LTDA
202200009,IC0220009,15340396000193,RESTAURANTE E LANCHONETE MAOS PERUANAS LTDA
202200011,IC0220011,83953331000173,ONDREPSB LIMPEZA E SERVICOS ESPECIAIS LTDA
202200014,IC0220014,02531343000108,ADSERVI - ADMINISTRADORA DE SERVICOS LTDA
202200015,IC0220015,82868704000145,KF SERVIÇOS LTDA
202200016,IC0220016,15340396000193,RESTAURANTE E LANCHONETE MAOS PERUANAS LTDA
202200017,IC0220017,83953331000173,ONDREPSB LIMPEZA E SERVICOS ESPECIAIS LTDA.
202200018,IC0220018,10284045000199,NF COMERCIO E SERVICOS EIRELI
202200021,IC0220021,79283065000141,ORBENK ADMINISTRAÇÃO E SERVIÇOS LTDA
202200022,IC0220022,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202200025,IC0220025,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202200028,IC0220028,10439655000114,PEDRO REGINALDO DE ALBERNAZ FARIA E FAGUNDES LTDA
202200029,IC0220029,83953331000173,ONDREPSB LIMPEZA E SERVICOS ESPECIAIS LTDA
202200031,IC0220031,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202200033,IC0220033,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202200034,IC0220034,20810747000112,E W T BRASIL ELEVADORES LTDA
202200036,IC0220036,01567432000141,SEGVILLE SERVIÇOS ESPECIALIZADOS EIRELI
202200038,IC0220038,04298489000180,ROMARCK GERADORES - COMERCIO E SERVIÇOS LTDA
202200039,IC0220039,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERS.
202200048,IC0220048,07177064000101,FORT REFEIÇÕES E EVENTOS LTDA
202200050,IC0220050,22797545000103,LENOVO COMERCIAL E DISTRUICAO LIMITADA
202200052,IC2200052,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202200055,IC0220055,03938048000133,BROOKS AMBIENTAL EIRELI
202200057,IC0220057,82949652000131,ONDREPSB SERVIÇO DE GUARDA E VIGILÂNCIA LTDA.
202200058,IC0220058,04629488000171,KHRONOS SEGURANÇA PRIVADA LTDA
202200059,IC0220059,14546164000123,LUPA SEGURANCA LTDA
202200060,IC0220060,77998912000129,MASTER VIGILANCIA ESPECIALIZADA LTDA
202200061,IC0220061,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202200065,IC0220065,29652879000138,"CONCRETE HOUSE CONSTRUCOES, COMERCIO E SERVICOS EIRELI"
202200068,IC0220068,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERSITARIA
202200069,IC0220069,14798740000120,ACESSOLINE TELECOMUNICAÇÕES LTDA
202200072,IC0220072,77998912000803,MASTER VIGILANCIA ESPECIALIZADA SS LTDA
202200074,IC0220074,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202200077,IC0220077,79894168000148,VIGILANCIA TRIANGULO LTDA
202200078,IC0220078,24504598000114,STOP FIRE PROJETOS E SOLUÇÕES CONTRA INCENDIO EIRELI
202200079,IC0220079,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202200080,IC0220080,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202200081,IC0220081,10364152000127,LINCE - SEGURANCA PATRIMONIAL LTDA
202200082,IC0220082,72375447000156,COMERCIAL THOMEK LTDA
202200083,IC0220083,82949652000131,ONDREPSB SERVIÇO DE GUARDA E VIGILÂNCIA LTDA.
202200084,IC0220084,21207079000104,AGENTE PRAG SOLUÇÕES AMBIENTAIS LTDA
202200085,IC0220085,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERSITARIA
202200086,IC0220086,09757279000134,MEDIACUSTICA SOL EM EQUIP. AUDIOL. LTDA.
202200087,IC0220087,10364152000127,LINCE - SEGURANCA PATRIMONIAL LTDA
202200088,IC0220088,25229768000162,ECOSAN SERVIÇOS LTDA
202200089,IC0220089,04298489000180,ROMARCK GERADORES - COMERCIO E SERVIÇOS LTDA
202200090,IC0220090,04629488000171,KHRONOS SEGURANÇA PRIVADA LTDA
202200091,IC0220091,24504598000114,STOP FIRE PROJETOS E SOLUÇÕES CONTRA INCENDIO EIRELI
202200092,IC0220092,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERSITARIA
202200093,IC0220093,30941974000130,LC SERVIÇOS DE ALVENARIA LTDA
202200094,IC0220094,29652879000138,"CONCRETE HOUSE CONSTRUCOES, COMERCIO E SERVICOS EIRELI"
202200097,IC0220097,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202200101,IC0220101,04298489000180,ROMARCK GERADORES - COMERCIO E SERVIÇOS LTDA
202200102,IC0220102,21207079000104,AGENTE PRAG SOLUÇÕES AMBIENTAIS LTDA
202200103,IC0220103,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202200104,IC0220104,83566299000173,FUNDAÇÃO DE ESTUDOS E PESQUISAS SOCIOECONOMICAS
202200105,IC0220105,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERSITARIA
202200107,IC0220107,21207079000104,AGENTE PRAG SOLUÇÕES AMBIENTAIS LTDA
202200112,IC0220112,79894168000148,VIGILANCIA TRIANGULO LTDA
202200113,IC0220113,18083458000117,ARCOM COMERCIO E SERVICOS EIRELI
202200114,IC0220114,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERSITARIA
202200115,IC0220115,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202200116,IC0220116,83476911000117,FUNDAÇÃO DE AMPARO A PESQUISA E EXTENSÃO UNIVERSITARIA
202200118,IC0220118,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202200119,IC0220119,82895327000133,FUNDAÇÃO DE ENSINO E ENGENHARIA DE SANTA CATARINA
202200120,IC0220120,87883807000106,MBM SEGURADORA AS
